sid,schid,condition,tch_experience,sex,freelunch,race,content_area,score
2852,78,regular,8,boy,yes,white,math,478
2852,78,regular,8,boy,yes,white,reading,405
2853,24,regular.with.aide,10,girl,yes,black,math,434
2853,24,regular.with.aide,10,girl,yes,black,reading,400
2854,27,regular,0,boy,yes,black,math,434
2854,27,regular,0,boy,yes,black,reading,440
2855,7,regular.with.aide,3,boy,no,white,math,449
2855,7,regular.with.aide,3,boy,no,white,reading,421
2856,4,regular.with.aide,7,boy,yes,white,math,439
2856,4,regular.with.aide,7,boy,yes,white,reading,407
2857,27,regular.with.aide,20,boy,yes,black,math,418
2857,27,regular.with.aide,20,boy,yes,black,reading,456
2858,40,regular.with.aide,21,girl,no,white,math,473
2858,40,regular.with.aide,21,girl,no,white,reading,468
2859,33,small.class,1,boy,yes,black,math,412
2859,33,small.class,1,boy,yes,black,reading,421
2860,42,regular,14,boy,no,white,math,559
2860,42,regular,14,boy,no,white,reading,468
2861,33,small.class,14,girl,yes,black,math,459
2861,33,small.class,14,girl,yes,black,reading,428
2862,15,regular.with.aide,3,girl,yes,black,math,478
2862,15,regular.with.aide,3,girl,yes,black,reading,430
2863,63,regular,10,girl,no,white,math,559
2863,63,regular,10,girl,no,white,reading,478
2864,13,regular,6,boy,no,white,math,494
2864,13,regular,6,boy,no,white,reading,437
2865,64,regular,11,girl,no,other,math,468
2865,64,regular,11,girl,no,other,reading,451
2866,68,small.class,6,girl,no,white,math,528
2866,68,small.class,6,girl,no,white,reading,490
2867,70,regular.with.aide,14,girl,yes,white,math,459
2867,70,regular.with.aide,14,girl,yes,white,reading,421
2868,20,regular.with.aide,1,boy,no,black,math,439
2868,20,regular.with.aide,1,boy,no,black,reading,407
2869,16,regular.with.aide,6,boy,no,black,math,412
2869,16,regular.with.aide,6,boy,no,black,reading,390
2870,41,small.class,18,girl,no,white,math,500
2870,41,small.class,18,girl,no,white,reading,440
2871,58,regular.with.aide,17,girl,no,white,math,494
2871,58,regular.with.aide,17,girl,no,white,reading,445
2872,46,regular.with.aide,0,boy,no,white,math,484
2872,46,regular.with.aide,0,boy,no,white,reading,442
2873,57,regular.with.aide,8,boy,no,white,math,484
2873,57,regular.with.aide,8,boy,no,white,reading,445
2874,6,regular.with.aide,11,girl,no,white,math,500
2874,6,regular.with.aide,11,girl,no,white,reading,448
2875,61,small.class,7,girl,no,white,math,463
2875,61,small.class,7,girl,no,white,reading,431
2876,41,regular,15,boy,no,white,math,494
2876,41,regular,15,boy,no,white,reading,470
2877,65,regular.with.aide,9,boy,no,white,math,468
2877,65,regular.with.aide,9,boy,no,white,reading,450
2878,21,regular,1,boy,yes,white,math,478
2878,21,regular,1,boy,yes,white,reading,445
2879,6,regular.with.aide,11,boy,no,white,math,463
2879,6,regular.with.aide,11,boy,no,white,reading,410
2880,19,small.class,2,boy,yes,black,math,468
2880,19,small.class,2,boy,yes,black,reading,443
2881,32,small.class,1,boy,yes,black,math,434
2881,32,small.class,1,boy,yes,black,reading,422
2882,80,regular,4,girl,no,white,math,602
2882,80,regular,4,girl,no,white,reading,500
2883,18,regular,10,girl,yes,black,math,439
2883,18,regular,10,girl,yes,black,reading,407
2884,15,regular,11,girl,yes,black,math,444
2884,15,regular,11,girl,yes,black,reading,428
2885,34,regular.with.aide,5,boy,no,white,math,478
2885,34,regular.with.aide,5,boy,no,white,reading,407
2886,79,regular.with.aide,12,boy,no,white,math,484
2886,79,regular.with.aide,12,boy,no,white,reading,437
2887,7,small.class,6,boy,no,white,math,489
2887,7,small.class,6,boy,no,white,reading,433
2888,34,small.class,12,girl,no,white,math,463
2888,34,small.class,12,girl,no,white,reading,413
2889,28,regular,9,girl,yes,black,math,489
2889,28,regular,9,girl,yes,black,reading,422
2890,4,regular.with.aide,7,girl,no,white,math,484
2890,4,regular.with.aide,7,girl,no,white,reading,428
2891,22,regular.with.aide,16,girl,yes,black,math,468
2891,22,regular.with.aide,16,girl,yes,black,reading,433
2892,63,regular,6,boy,no,white,math,463
2892,63,regular,6,boy,no,white,reading,425
2893,62,regular.with.aide,4,girl,yes,white,math,454
2893,62,regular.with.aide,4,girl,yes,white,reading,421
2894,34,regular,17,girl,no,white,math,520
2894,34,regular,17,girl,no,white,reading,430
2895,25,regular.with.aide,2,boy,yes,black,math,478
2895,25,regular.with.aide,2,boy,yes,black,reading,421
2896,7,regular,15,girl,no,white,math,528
2896,7,regular,15,girl,no,white,reading,460
2897,18,regular,9,boy,no,white,math,439
2897,18,regular,9,boy,no,white,reading,413
2898,67,regular,0,girl,no,white,math,626
2898,67,regular,0,girl,no,white,reading,545
2899,33,small.class,14,girl,yes,black,math,454
2899,33,small.class,14,girl,yes,black,reading,461
2900,3,regular.with.aide,20,boy,no,white,math,528
2900,3,regular.with.aide,20,boy,no,white,reading,461
2901,51,regular.with.aide,5,girl,no,white,math,418
2901,51,regular.with.aide,5,girl,no,white,reading,390
2902,41,regular.with.aide,16,girl,yes,white,math,528
2902,41,regular.with.aide,16,girl,yes,white,reading,451
2903,19,small.class,2,girl,yes,black,math,449
2903,19,small.class,2,girl,yes,black,reading,413
2904,1,regular.with.aide,9,boy,no,white,math,506
2904,1,regular.with.aide,9,boy,no,white,reading,448
2905,32,small.class,14,boy,yes,black,math,473
2905,32,small.class,14,boy,yes,black,reading,436
2906,79,regular,13,boy,no,white,math,500
2906,79,regular,13,boy,no,white,reading,447
2907,17,small.class,20,girl,no,white,math,484
2907,17,small.class,20,girl,no,white,reading,418
2908,64,regular.with.aide,5,boy,no,white,math,494
2908,64,regular.with.aide,5,boy,no,white,reading,421
2909,70,regular.with.aide,14,girl,yes,white,math,459
2909,70,regular.with.aide,14,girl,yes,white,reading,403
2910,28,small.class,2,boy,yes,black,math,449
2910,28,small.class,2,boy,yes,black,reading,413
2911,6,regular,1,girl,no,white,math,489
2911,6,regular,1,girl,no,white,reading,440
2912,62,regular,16,boy,no,white,math,468
2912,62,regular,16,boy,no,white,reading,443
2913,69,regular,16,girl,yes,white,math,520
2913,69,regular,16,girl,yes,white,reading,467
2914,25,small.class,12,boy,no,white,math,547
2914,25,small.class,12,boy,no,white,reading,439
2915,27,regular.with.aide,10,girl,yes,black,math,434
2915,27,regular.with.aide,10,girl,yes,black,reading,445
2916,51,regular.with.aide,5,boy,no,white,math,468
2916,51,regular.with.aide,5,boy,no,white,reading,437
2917,18,regular,9,girl,no,black,math,484
2917,18,regular,9,girl,no,black,reading,436
2918,40,regular,2,girl,yes,white,math,559
2918,40,regular,2,girl,yes,white,reading,458
2919,32,regular,3,girl,yes,black,math,412
2919,32,regular,3,girl,yes,black,reading,386
2920,17,small.class,20,girl,no,white,math,500
2920,17,small.class,20,girl,no,white,reading,442
2921,57,regular.with.aide,8,boy,no,black,math,454
2921,57,regular.with.aide,8,boy,no,black,reading,428
2922,51,regular,13,girl,no,white,math,459
2922,51,regular,13,girl,no,white,reading,436
2923,9,regular.with.aide,14,boy,no,white,math,506
2923,9,regular.with.aide,14,boy,no,white,reading,476
2924,39,small.class,2,boy,yes,white,math,429
2924,39,small.class,2,boy,yes,white,reading,403
2925,80,small.class,12,girl,no,white,math,576
2925,80,small.class,12,girl,no,white,reading,470
2926,27,regular,12,girl,yes,black,math,536
2926,27,regular,12,girl,yes,black,reading,461
2927,9,regular.with.aide,11,girl,no,white,math,484
2927,9,regular.with.aide,11,girl,no,white,reading,427
2928,13,regular.with.aide,6,girl,no,white,math,468
2928,13,regular.with.aide,6,girl,no,white,reading,427
2929,74,regular.with.aide,8,boy,no,black,math,459
2929,74,regular.with.aide,8,boy,no,black,reading,436
2930,39,regular.with.aide,5,boy,yes,white,math,468
2930,39,regular.with.aide,5,boy,yes,white,reading,411
2931,20,regular.with.aide,1,boy,yes,black,math,439
2931,20,regular.with.aide,1,boy,yes,black,reading,418
2932,65,regular,12,girl,no,white,math,494
2932,65,regular,12,girl,no,white,reading,456
2933,2,regular,6,boy,yes,white,math,429
2933,2,regular,6,boy,yes,white,reading,408
2934,16,small.class,2,girl,yes,black,math,434
2934,16,small.class,2,girl,yes,black,reading,411
2935,33,small.class,14,girl,yes,black,math,489
2935,33,small.class,14,girl,yes,black,reading,405
2936,38,regular.with.aide,8,boy,yes,white,math,484
2936,38,regular.with.aide,8,boy,yes,white,reading,456
2937,25,regular.with.aide,2,girl,no,white,math,559
2937,25,regular.with.aide,2,girl,no,white,reading,447
2938,20,regular.with.aide,12,girl,yes,black,math,463
2938,20,regular.with.aide,12,girl,yes,black,reading,414
2939,28,small.class,6,boy,yes,black,math,500
2939,28,small.class,6,boy,yes,black,reading,422
2940,56,regular,13,girl,yes,black,math,468
2940,56,regular,13,girl,yes,black,reading,413
2941,27,regular,12,boy,yes,black,math,520
2941,27,regular,12,boy,yes,black,reading,483
2942,18,regular,9,girl,no,white,math,489
2942,18,regular,9,girl,no,white,reading,428
2943,58,regular.with.aide,3,boy,no,white,math,489
2943,58,regular.with.aide,3,boy,no,white,reading,436
2944,8,regular,13,boy,no,white,math,463
2944,8,regular,13,boy,no,white,reading,437
2945,73,small.class,2,girl,no,white,math,484
2945,73,small.class,2,girl,no,white,reading,431
2946,11,regular,11,girl,yes,black,math,434
2946,11,regular,11,girl,yes,black,reading,437
2947,5,regular,8,boy,yes,black,math,439
2947,5,regular,8,boy,yes,black,reading,424
2948,66,regular,8,girl,no,white,math,484
2948,66,regular,8,girl,no,white,reading,468
2949,70,regular.with.aide,14,boy,yes,white,math,473
2949,70,regular.with.aide,14,boy,yes,white,reading,433
2950,29,regular.with.aide,17,boy,yes,black,math,449
2950,29,regular.with.aide,17,boy,yes,black,reading,428
2951,16,regular.with.aide,6,girl,yes,black,math,449
2951,16,regular.with.aide,6,girl,yes,black,reading,402
2952,63,regular.with.aide,12,boy,yes,white,math,489
2952,63,regular.with.aide,12,boy,yes,white,reading,428
2953,72,regular.with.aide,10,boy,yes,white,math,528
2953,72,regular.with.aide,10,boy,yes,white,reading,465
2954,68,regular,10,boy,no,white,math,506
2954,68,regular,10,boy,no,white,reading,465
2955,51,small.class,10,boy,no,black,math,494
2955,51,small.class,10,boy,no,black,reading,451
2956,3,regular,8,boy,no,white,math,489
2956,3,regular,8,boy,no,white,reading,419
2957,41,regular.with.aide,16,boy,no,white,math,626
2957,41,regular.with.aide,16,boy,no,white,reading,545
2958,7,regular,15,girl,no,white,math,559
2958,7,regular,15,girl,no,white,reading,492
2959,24,regular,6,boy,no,black,math,528
2959,24,regular,6,boy,no,black,reading,443
2960,74,small.class,14,girl,yes,white,math,449
2960,74,small.class,14,girl,yes,white,reading,403
2961,28,regular,9,boy,yes,black,math,463
2961,28,regular,9,boy,yes,black,reading,431
2962,71,regular,6,boy,no,white,math,459
2962,71,regular,6,boy,no,white,reading,430
2963,53,small.class,9,girl,yes,white,math,478
2963,53,small.class,9,girl,yes,white,reading,424
2964,8,regular,13,girl,yes,white,math,459
2964,8,regular,13,girl,yes,white,reading,430
2965,3,regular.with.aide,9,girl,yes,white,math,454
2965,3,regular.with.aide,9,girl,yes,white,reading,413
2966,48,regular.with.aide,13,boy,no,white,math,459
2966,48,regular.with.aide,13,boy,no,white,reading,428
2967,30,small.class,2,boy,no,black,math,520
2967,30,small.class,2,boy,no,black,reading,478
2968,43,regular.with.aide,17,girl,no,white,math,494
2968,43,regular.with.aide,17,girl,no,white,reading,416
2969,65,regular.with.aide,9,girl,no,white,math,559
2969,65,regular.with.aide,9,girl,no,white,reading,472
2970,46,regular.with.aide,0,girl,no,white,math,520
2970,46,regular.with.aide,0,girl,no,white,reading,430
2971,22,regular,11,boy,yes,black,math,500
2971,22,regular,11,boy,yes,black,reading,451
2972,33,small.class,1,girl,yes,black,math,473
2972,33,small.class,1,girl,yes,black,reading,434
2973,12,regular.with.aide,12,girl,yes,white,math,468
2973,12,regular.with.aide,12,girl,yes,white,reading,433
2974,3,regular,8,boy,no,white,math,547
2974,3,regular,8,boy,no,white,reading,443
2975,58,small.class,5,boy,no,white,math,489
2975,58,small.class,5,boy,no,white,reading,439
2976,23,regular,20,girl,no,black,math,626
2976,23,regular,20,girl,no,black,reading,480
2977,52,regular,12,boy,no,white,math,559
2977,52,regular,12,boy,no,white,reading,443
2978,9,regular.with.aide,11,boy,no,white,math,459
2978,9,regular.with.aide,11,boy,no,white,reading,439
2979,63,small.class,4,girl,no,white,math,576
2979,63,small.class,4,girl,no,white,reading,507
2980,32,regular.with.aide,0,boy,yes,black,math,449
2980,32,regular.with.aide,0,boy,yes,black,reading,402
2981,9,regular,8,boy,no,white,math,463
2981,9,regular,8,boy,no,white,reading,442
2982,26,regular.with.aide,6,boy,yes,black,math,423
2982,26,regular.with.aide,6,boy,yes,black,reading,422
2983,63,small.class,4,girl,no,white,math,528
2983,63,small.class,4,girl,no,white,reading,468
2984,16,regular,8,boy,yes,black,math,392
2984,16,regular,8,boy,yes,black,reading,391
2985,66,regular,8,boy,yes,white,math,473
2985,66,regular,8,boy,yes,white,reading,431
2986,64,small.class,19,boy,yes,white,math,473
2986,64,small.class,19,boy,yes,white,reading,436
2987,70,small.class,15,boy,yes,white,math,513
2987,70,small.class,15,boy,yes,white,reading,442
2988,63,regular.with.aide,7,boy,no,black,math,434
2988,63,regular.with.aide,7,boy,no,black,reading,398
2989,26,small.class,1,boy,no,black,math,473
2989,26,small.class,1,boy,no,black,reading,440
2990,37,regular.with.aide,0,boy,no,white,math,412
2990,37,regular.with.aide,0,boy,no,white,reading,414
2991,9,small.class,13,boy,yes,white,math,444
2991,9,small.class,13,boy,yes,white,reading,428
2992,50,regular,13,boy,yes,white,math,444
2992,50,regular,13,boy,yes,white,reading,425
2993,28,small.class,8,boy,yes,black,math,434
2993,28,small.class,8,boy,yes,black,reading,421
2994,76,small.class,8,boy,yes,white,math,439
2994,76,small.class,8,boy,yes,white,reading,413
2995,11,small.class,11,boy,no,white,math,536
2995,11,small.class,11,boy,no,white,reading,492
2996,61,regular.with.aide,8,girl,no,white,math,500
2996,61,regular.with.aide,8,girl,no,white,reading,448
2997,16,regular.with.aide,6,boy,yes,black,math,473
2997,16,regular.with.aide,6,boy,yes,black,reading,408
2998,51,small.class,16,boy,no,white,math,576
2998,51,small.class,16,boy,no,white,reading,456
2999,2,small.class,12,girl,no,black,math,468
2999,2,small.class,12,girl,no,black,reading,408
3000,73,regular,19,girl,yes,white,math,500
3000,73,regular,19,girl,yes,white,reading,467
3001,27,regular.with.aide,20,boy,yes,black,math,473
3001,27,regular.with.aide,20,boy,yes,black,reading,460
3002,55,regular,13,boy,no,white,math,449
3002,55,regular,13,boy,no,white,reading,407
3003,27,small.class,1,girl,yes,black,math,506
3003,27,small.class,1,girl,yes,black,reading,421
3004,7,regular,0,girl,no,white,math,536
3004,7,regular,0,girl,no,white,reading,478
3005,54,regular.with.aide,7,girl,no,white,math,500
3005,54,regular.with.aide,7,girl,no,white,reading,428
3006,17,small.class,5,girl,no,white,math,506
3006,17,small.class,5,girl,no,white,reading,436
3007,8,small.class,8,girl,no,white,math,459
3007,8,small.class,8,girl,no,white,reading,437
3008,53,regular,3,girl,no,white,math,444
3008,53,regular,3,girl,no,white,reading,391
3009,66,small.class,15,girl,no,white,math,494
3009,66,small.class,15,girl,no,white,reading,410
3010,54,small.class,12,boy,no,white,math,506
3010,54,small.class,12,boy,no,white,reading,442
3011,79,regular,13,boy,no,white,math,484
3011,79,regular,13,boy,no,white,reading,427
3012,37,small.class,13,boy,no,black,math,468
3012,37,small.class,13,boy,no,black,reading,411
3013,68,regular,16,girl,no,white,math,536
3013,68,regular,16,girl,no,white,reading,468
3014,3,regular,8,boy,no,white,math,506
3014,3,regular,8,boy,no,white,reading,416
3015,31,regular,0,boy,yes,black,math,454
3015,31,regular,0,boy,yes,black,reading,434
3016,79,regular,13,boy,no,white,math,468
3016,79,regular,13,boy,no,white,reading,419
3017,1,small.class,14,boy,no,white,math,576
3017,1,small.class,14,boy,no,white,reading,456
3018,45,regular,12,boy,yes,black,math,439
3018,45,regular,12,boy,yes,black,reading,386
3019,31,regular,0,boy,yes,black,math,520
3019,31,regular,0,boy,yes,black,reading,427
3020,8,regular,13,boy,yes,white,math,473
3020,8,regular,13,boy,yes,white,reading,408
3021,21,regular,1,boy,yes,white,math,454
3021,21,regular,1,boy,yes,white,reading,410
3022,70,regular.with.aide,14,girl,no,white,math,559
3022,70,regular.with.aide,14,girl,no,white,reading,434
3023,58,small.class,5,boy,no,white,math,513
3023,58,small.class,5,boy,no,white,reading,414
3024,64,small.class,19,girl,yes,white,math,459
3024,64,small.class,19,girl,yes,white,reading,439
3025,27,regular.with.aide,10,girl,yes,black,math,576
3025,27,regular.with.aide,10,girl,yes,black,reading,458
3026,79,small.class,5,boy,yes,white,math,418
3026,79,small.class,5,boy,yes,white,reading,398
3027,34,regular,17,girl,no,white,math,468
3027,34,regular,17,girl,no,white,reading,439
3028,35,small.class,5,boy,no,white,math,494
3028,35,small.class,5,boy,no,white,reading,422
3029,47,regular.with.aide,15,boy,no,white,math,528
3029,47,regular.with.aide,15,boy,no,white,reading,451
3030,40,regular.with.aide,21,girl,yes,white,math,506
3030,40,regular.with.aide,21,girl,yes,white,reading,407
3031,64,regular.with.aide,5,girl,no,white,math,506
3031,64,regular.with.aide,5,girl,no,white,reading,445
3032,16,small.class,2,girl,yes,black,math,489
3032,16,small.class,2,girl,yes,black,reading,445
3033,67,small.class,5,girl,yes,white,math,547
3033,67,small.class,5,girl,yes,white,reading,474
3034,19,regular.with.aide,1,boy,yes,black,math,489
3034,19,regular.with.aide,1,boy,yes,black,reading,416
3035,20,small.class,21,girl,yes,black,math,489
3035,20,small.class,21,girl,yes,black,reading,427
3036,32,regular.with.aide,2,boy,yes,black,math,439
3036,32,regular.with.aide,2,boy,yes,black,reading,407
3037,10,small.class,12,girl,no,white,math,500
3037,10,small.class,12,girl,no,white,reading,437
3038,68,small.class,6,boy,no,white,math,559
3038,68,small.class,6,boy,no,white,reading,458
3039,37,small.class,13,girl,no,white,math,489
3039,37,small.class,13,girl,no,white,reading,467
3040,41,regular.with.aide,16,boy,no,white,math,468
3040,41,regular.with.aide,16,boy,no,white,reading,439
3041,44,small.class,3,girl,yes,black,math,494
3041,44,small.class,3,girl,yes,black,reading,455
3042,56,small.class,21,girl,yes,black,math,423
3042,56,small.class,21,girl,yes,black,reading,384
3043,80,regular,4,boy,no,white,math,459
3043,80,regular,4,boy,no,white,reading,419
3044,28,small.class,6,girl,yes,black,math,506
3044,28,small.class,6,girl,yes,black,reading,437
3045,33,small.class,14,boy,no,black,math,434
3045,33,small.class,14,boy,no,black,reading,440
3046,80,regular.with.aide,13,boy,yes,white,math,418
3046,80,regular.with.aide,13,boy,yes,white,reading,407
3047,22,small.class,3,girl,no,black,math,602
3047,22,small.class,3,girl,no,black,reading,522
3048,23,regular.with.aide,21,boy,no,black,math,576
3048,23,regular.with.aide,21,boy,no,black,reading,439
3049,45,regular.with.aide,11,boy,yes,black,math,399
3049,45,regular.with.aide,11,boy,yes,black,reading,374
3050,19,regular.with.aide,1,boy,yes,black,math,473
3050,19,regular.with.aide,1,boy,yes,black,reading,442
3051,31,regular.with.aide,11,girl,yes,black,math,405
3051,31,regular.with.aide,11,girl,yes,black,reading,402
3052,29,regular.with.aide,17,boy,yes,black,math,484
3052,29,regular.with.aide,17,boy,yes,black,reading,450
3053,22,small.class,9,boy,yes,black,math,494
3053,22,small.class,9,boy,yes,black,reading,407
3054,71,small.class,6,boy,no,white,math,439
3054,71,small.class,6,boy,no,white,reading,408
3055,74,small.class,12,boy,no,white,math,500
3055,74,small.class,12,boy,no,white,reading,433
3056,37,regular.with.aide,0,boy,no,white,math,478
3056,37,regular.with.aide,0,boy,no,white,reading,428
3057,76,small.class,22,girl,no,white,math,500
3057,76,small.class,22,girl,no,white,reading,437
3058,74,regular,13,boy,yes,white,math,392
3058,74,regular,13,boy,yes,white,reading,405
3059,37,regular.with.aide,11,boy,no,white,math,478
3059,37,regular.with.aide,11,boy,no,white,reading,422
3060,36,regular,15,boy,no,white,math,489
3060,36,regular,15,boy,no,white,reading,443
3061,57,small.class,1,boy,yes,white,math,536
3061,57,small.class,1,boy,yes,white,reading,455
3062,11,regular,11,girl,no,white,math,506
3062,11,regular,11,girl,no,white,reading,518
3063,61,small.class,11,boy,no,white,math,576
3063,61,small.class,11,boy,no,white,reading,465
3064,33,regular.with.aide,22,girl,yes,black,math,489
3064,33,regular.with.aide,22,girl,yes,black,reading,439
3065,65,regular.with.aide,9,boy,no,white,math,576
3065,65,regular.with.aide,9,boy,no,white,reading,605
3066,48,small.class,17,boy,no,white,math,576
3066,48,small.class,17,boy,no,white,reading,470
3067,23,regular.with.aide,21,boy,no,black,math,528
3067,23,regular.with.aide,21,boy,no,black,reading,414
3068,43,small.class,0,boy,no,white,math,463
3068,43,small.class,0,boy,no,white,reading,451
3069,70,regular.with.aide,27,boy,yes,white,math,468
3069,70,regular.with.aide,27,boy,yes,white,reading,430
3070,33,regular.with.aide,5,boy,yes,black,math,478
3070,33,regular.with.aide,5,boy,yes,black,reading,411
3071,1,small.class,14,girl,no,white,math,559
3071,1,small.class,14,girl,no,white,reading,487
3072,52,regular.with.aide,18,boy,no,white,math,500
3072,52,regular.with.aide,18,boy,no,white,reading,427
3073,8,regular,12,girl,no,white,math,536
3073,8,regular,12,girl,no,white,reading,442
3074,15,small.class,21,girl,yes,black,math,454
3074,15,small.class,21,girl,yes,black,reading,418
3075,60,regular,13,boy,yes,white,math,473
3075,60,regular,13,boy,yes,white,reading,425
3076,55,small.class,15,boy,yes,white,math,454
3076,55,small.class,15,boy,yes,white,reading,433
3077,45,regular,12,boy,yes,black,math,405
3077,45,regular,12,boy,yes,black,reading,391
3078,69,regular.with.aide,6,boy,no,white,math,478
3078,69,regular.with.aide,6,boy,no,white,reading,431
3079,78,regular.with.aide,3,boy,no,white,math,418
3079,78,regular.with.aide,3,boy,no,white,reading,413
3080,18,regular,9,boy,yes,black,math,418
3080,18,regular,9,boy,yes,black,reading,395
3081,31,small.class,6,girl,yes,black,math,576
3081,31,small.class,6,girl,yes,black,reading,443
3082,73,small.class,2,girl,yes,white,math,454
3082,73,small.class,2,girl,yes,white,reading,428
3083,67,small.class,5,boy,no,white,math,506
3083,67,small.class,5,boy,no,white,reading,427
3084,50,small.class,12,boy,yes,white,math,528
3084,50,small.class,12,boy,yes,white,reading,434
3085,7,regular.with.aide,9,boy,no,white,math,626
3085,7,regular.with.aide,9,boy,no,white,reading,490
3086,22,regular.with.aide,7,boy,yes,black,math,434
3086,22,regular.with.aide,7,boy,yes,black,reading,397
3087,57,small.class,1,girl,no,white,math,444
3087,57,small.class,1,girl,no,white,reading,424
3088,1,regular,5,girl,no,white,math,513
3088,1,regular,5,girl,no,white,reading,485
3089,10,regular.with.aide,12,boy,no,white,math,576
3089,10,regular.with.aide,12,boy,no,white,reading,456
3090,32,regular,3,boy,yes,black,math,429
3090,32,regular,3,boy,yes,black,reading,388
3091,69,small.class,6,boy,no,white,math,626
3091,69,small.class,6,boy,no,white,reading,483
3092,30,small.class,2,girl,no,black,math,536
3092,30,small.class,2,girl,no,black,reading,458
3093,27,regular.with.aide,20,girl,yes,black,math,412
3093,27,regular.with.aide,20,girl,yes,black,reading,427
3094,42,regular,14,boy,no,white,math,384
3094,42,regular,14,boy,no,white,reading,384
3095,33,small.class,14,boy,yes,black,math,444
3095,33,small.class,14,boy,yes,black,reading,413
3096,78,regular,8,boy,no,white,math,399
3096,78,regular,8,boy,no,white,reading,411
3097,18,regular.with.aide,11,girl,yes,black,math,454
3097,18,regular.with.aide,11,girl,yes,black,reading,405
3098,49,regular.with.aide,9,girl,yes,black,math,484
3098,49,regular.with.aide,9,girl,yes,black,reading,436
3099,43,regular,3,boy,no,white,math,463
3099,43,regular,3,boy,no,white,reading,433
3100,80,regular,4,girl,no,white,math,500
3100,80,regular,4,girl,no,white,reading,463
3101,16,regular,8,girl,yes,black,math,500
3101,16,regular,8,girl,yes,black,reading,430
3102,67,regular.with.aide,13,girl,no,white,math,559
3102,67,regular.with.aide,13,girl,no,white,reading,427
3103,54,regular,13,boy,no,white,math,494
3103,54,regular,13,boy,no,white,reading,474
3104,9,small.class,14,boy,no,white,math,626
3104,9,small.class,14,boy,no,white,reading,627
3105,4,regular.with.aide,7,girl,no,white,math,439
3105,4,regular.with.aide,7,girl,no,white,reading,403
3106,76,small.class,22,girl,no,white,math,500
3106,76,small.class,22,girl,no,white,reading,414
3107,23,regular,20,boy,yes,white,math,528
3107,23,regular,20,boy,yes,white,reading,430
3108,58,small.class,8,girl,no,white,math,513
3108,58,small.class,8,girl,no,white,reading,450
3109,19,regular.with.aide,1,girl,yes,black,math,463
3109,19,regular.with.aide,1,girl,yes,black,reading,410
3110,35,regular.with.aide,12,girl,no,white,math,478
3110,35,regular.with.aide,12,girl,no,white,reading,416
3111,28,small.class,3,girl,yes,black,math,602
3111,28,small.class,3,girl,yes,black,reading,476
3112,52,regular,12,girl,no,white,math,444
3112,52,regular,12,girl,no,white,reading,410
3113,64,small.class,19,girl,no,white,math,484
3113,64,small.class,19,girl,no,white,reading,430
3114,40,regular,2,girl,yes,white,math,576
3114,40,regular,2,girl,yes,white,reading,495
3115,22,small.class,9,girl,yes,black,math,489
3115,22,small.class,9,girl,yes,black,reading,418
3116,3,regular,8,girl,no,white,math,500
3116,3,regular,8,girl,no,white,reading,451
3117,32,small.class,14,girl,yes,black,math,528
3117,32,small.class,14,girl,yes,black,reading,437
3118,26,regular.with.aide,6,boy,yes,black,math,434
3118,26,regular.with.aide,6,boy,yes,black,reading,455
3119,51,regular,11,girl,no,white,math,439
3119,51,regular,11,girl,no,white,reading,402
3120,24,small.class,5,boy,yes,black,math,473
3120,24,small.class,5,boy,yes,black,reading,433
3121,71,small.class,20,boy,no,white,math,459
3121,71,small.class,20,boy,no,white,reading,400
3122,62,small.class,6,boy,no,white,math,484
3122,62,small.class,6,boy,no,white,reading,434
3123,28,regular.with.aide,10,boy,yes,black,math,500
3123,28,regular.with.aide,10,boy,yes,black,reading,433
3124,11,small.class,11,girl,yes,white,math,484
3124,11,small.class,11,girl,yes,white,reading,485
3125,20,regular.with.aide,1,girl,no,black,math,528
3125,20,regular.with.aide,1,girl,no,black,reading,463
3126,72,small.class,6,girl,yes,white,math,559
3126,72,small.class,6,girl,yes,white,reading,514
3127,21,small.class,14,girl,no,white,math,500
3127,21,small.class,14,girl,no,white,reading,451
3128,58,regular.with.aide,17,boy,no,white,math,559
3128,58,regular.with.aide,17,boy,no,white,reading,451
3129,17,regular.with.aide,8,girl,yes,black,math,506
3129,17,regular.with.aide,8,girl,yes,black,reading,393
3130,18,regular,9,boy,no,black,math,478
3130,18,regular,9,boy,no,black,reading,442
3131,8,regular.with.aide,12,girl,yes,white,math,489
3131,8,regular.with.aide,12,girl,yes,white,reading,431
3132,71,regular,6,boy,no,white,math,500
3132,71,regular,6,boy,no,white,reading,424
3133,14,regular.with.aide,1,boy,yes,black,math,405
3133,14,regular.with.aide,1,boy,yes,black,reading,419
3134,15,regular,11,boy,yes,black,math,449
3134,15,regular,11,boy,yes,black,reading,434
3135,17,regular.with.aide,8,boy,no,white,math,513
3135,17,regular.with.aide,8,boy,no,white,reading,425
3136,29,small.class,5,boy,yes,black,math,439
3136,29,small.class,5,boy,yes,black,reading,425
3137,50,regular,13,boy,yes,black,math,489
3137,50,regular,13,boy,yes,black,reading,424
3138,36,regular,15,girl,no,white,math,478
3138,36,regular,15,girl,no,white,reading,443
3139,75,regular,11,boy,no,white,math,520
3139,75,regular,11,boy,no,white,reading,514
3140,76,regular.with.aide,13,girl,no,white,math,559
3140,76,regular.with.aide,13,girl,no,white,reading,460
3141,72,regular,8,girl,no,white,math,506
3141,72,regular,8,girl,no,white,reading,527
